tracking_id	E_38_0	E_38_1	E_38_2	E_51_1	E_51_2	E_51_0	C_38_0	C_38_2	C_38_1	C_51_2	C_51_0	C_51_1
XLOC_029399	6.58994	3.25494	12.5502	8.34723	0	3.38142	17.1747	2.98692	15.1148	22.0058	6.99761	7.11454
XLOC_029438	32.9497	83.8146	86.9549	35.7738	43.1784	41.7042	86.7324	64.7166	86.9098	56.7519	38.8756	41.2643
XLOC_029439	125.209	118.805	148.809	106.129	98.1327	63.1199	248.175	157.311	201.53	130.877	87.8589	101.738
XLOC_029453	60.4078	51.2653	69.0261	84.6647	68.6929	91.2984	75.5688	92.5945	89.4289	56.7519	62.201	44.1101
XLOC_029463	216.37	329.562	269.829	62.008	42.1971	109.333	741.948	596.388	597.033	252.488	203.708	335.806
XLOC_029465	0	4.06867	1.79288	4.76984	1.96265	1.12714	0	0	0	5.79101	0.777513	3.55727
XLOC_029479	56.0145	30.9219	27.7897	81.0874	63.7863	67.6285	33.4907	27.8779	17.6339	84.5487	61.4235	58.3392
XLOC_029480	162.552	215.64	191.839	135.941	161.919	162.308	151.138	128.437	127.216	340.511	195.156	220.551
XLOC_029489	6.58994	27.667	17.0324	5.96231	3.92531	7.88999	30.9145	25.8866	22.6721	8.10741	3.88756	7.82599
XLOC_029505	6.58994	13.0197	9.86087	0	7.85062	0	22.3271	19.9128	10.0765	22.0058	31.1005	39.8414
XLOC_029509	66.9977	78.1185	66.3367	41.7361	30.4211	57.4842	117.647	106.533	83.1311	60.2265	45.0957	54.7819
XLOC_029516	62.6044	34.1768	52.8901	27.4266	33.3651	32.6871	62.6878	50.7776	75.5738	38.2206	17.8828	32.0154
XLOC_029521	77.9809	87.8833	89.6442	59.6231	51.029	49.5942	82.4387	58.7427	90.6885	77.5995	52.8709	98.8921
XLOC_029528	126.307	139.962	155.085	108.514	104.021	105.951	154.573	205.102	144.85	128.56	97.9666	108.852
XLOC_029538	97.7508	77.3047	83.3691	102.552	92.2447	99.1884	113.353	113.503	110.842	71.8085	86.3039	64.7423
XLOC_029634	24.1631	46.3828	33.1684	28.6191	15.7012	21.4157	69.5576	40.8212	64.2377	27.7968	29.5455	38.4185
XLOC_029672	5.49162	17.9022	12.5502	1.19246	10.7946	12.3986	27.4796	23.8953	17.6339	9.26561	18.6603	30.5925
XLOC_029687	54.9162	48.8241	56.4759	31.004	49.0664	30.4328	58.3941	48.7863	59.1994	104.238	40.4307	77.5485
XLOC_029713	190.01	192.855	240.247	153.827	127.573	113.841	259.338	231.984	225.462	178.363	151.615	210.59
XLOC_029721	177.928	198.551	224.111	120.439	150.143	130.748	213.825	267.827	265.768	163.306	108.074	155.808
XLOC_029723	46.1296	170.07	198.114	95.3969	138.367	90.1713	284.242	180.211	270.806	60.2265	100.299	150.117
XLOC_029754	274.581	287.248	299.412	221.798	180.564	191.614	253.327	261.853	270.806	145.933	151.615	159.366
XLOC_029818	7.68826	6.50987	7.17154	1.19246	5.88796	0	2.57621	5.97384	5.03825	15.0566	14.7727	8.53745
XLOC_029825	20.8681	22.7846	22.4111	19.0794	34.3464	34.9414	24.9034	17.9215	15.1148	37.0624	42.7632	37.707
XLOC_029826	310.825	327.935	347.82	236.107	198.228	340.397	419.063	437.086	481.153	5.79101	3.11005	8.53745
XLOC_029832	43.9329	20.3434	34.9613	14.3095	13.7386	21.4157	24.0446	26.8823	5.03825	10.4238	18.6603	10.6718
XLOC_029833	56.0145	39.0592	19.7217	56.0457	57.8983	63.1199	18.0335	20.9084	15.1148	33.5878	18.6603	28.4582
XLOC_029834	41.7363	37.4318	25.9968	19.0794	37.2904	34.9414	16.316	20.9084	22.6721	22.0058	24.1029	21.3436
XLOC_029838	13.1799	15.4609	20.6182	20.2718	22.5705	16.9071	16.316	11.9477	17.6339	33.5878	35.7656	34.8612
XLOC_029842	40.638	82.1872	83.3691	76.3175	84.3941	61.9928	51.5242	57.7471	62.9781	115.82	85.5264	88.9317
XLOC_029848	0	0	0	0	0.981327	2.25428	0	1.99128	0	1.1582	3.11005	2.13436
XLOC_029853	426.149	316.543	354.991	429.286	381.736	497.069	401.889	451.025	381.647	260.595	288.457	246.874
XLOC_029878	20.8681	19.5296	17.0324	13.1171	9.81327	19.1614	44.6543	35.843	36.5273	16.2148	10.8852	19.2093
XLOC_029881	7.68826	7.32361	13.4466	2.38492	13.7386	4.50856	13.7398	20.9084	20.153	9.26561	11.6627	17.0749
XLOC_029885	31.8514	29.2944	40.3399	22.6568	11.7759	37.1957	6.86989	11.9477	6.29781	15.0566	30.323	31.304
XLOC_029887	56.0145	58.5889	43.0292	93.012	95.1887	83.4084	55.8179	49.782	49.1229	46.328	57.5359	45.533
XLOC_029897	35.1463	64.285	68.1296	75.1251	133.46	68.7556	81.5799	60.734	78.0929	198.052	103.409	115.256
XLOC_029899	1.09832	0	0	0	0	0	0	10.952	2.51913	3.4746	0.777513	2.13436
XLOC_029928	0	0	0	0	0.981327	2.25428	0.858736	0	0	10.4238	3.11005	0.711454
XLOC_029934	20.8681	24.412	28.6862	39.3512	32.3838	25.9242	63.5465	57.7471	62.9781	42.8534	38.8756	37.707
XLOC_029940	0	0	0	0	0.981327	0	6.01115	4.9782	10.0765	0	0.777513	1.42291
XLOC_029942	0	0.813734	0	2.38492	0.981327	0	0	0	0	1.1582	0	9.2489
XLOC_029944	31.8514	34.1768	33.1684	32.1965	21.5892	39.4499	31.7732	40.8212	34.0082	22.0058	18.6603	15.652
XLOC_029960	6.58994	12.206	13.4466	16.6945	12.7573	9.01713	24.0446	24.891	30.2295	20.8476	26.4354	24.1894
XLOC_029961	3.29497	4.88241	14.3431	13.1171	10.7946	13.5257	15.4573	24.891	22.6721	17.373	26.4354	30.5925
XLOC_029995	5.49162	4.88241	1.79288	0	0	0	2.57621	0.995639	0	0	0.777513	0.711454
XLOC_030003	49.4245	36.618	52.8901	60.8155	34.3464	34.9414	29.197	16.9259	39.0464	4.6328	6.99761	8.53745
XLOC_030015	82.3742	113.109	86.9549	5.96231	14.7199	16.9071	83.2974	97.5727	89.4289	15.0566	32.6555	18.4978
XLOC_030018	652.404	419.073	446.428	823.991	659.452	834.084	465.435	539.637	390.464	503.817	516.268	475.251
XLOC_030021	200.993	500.447	472.425	218.22	349.352	182.597	449.119	387.304	454.702	384.523	345.993	510.824
XLOC_030040	39.5396	64.285	48.4079	62.008	92.2447	78.8999	78.145	45.7994	71.7951	88.0233	71.5312	99.6035
XLOC_030041	852.299	805.597	702.811	711.899	674.172	839.72	1055.39	939.884	908.145	615.005	629.008	544.974
XLOC_030043	115.324	80.5597	75.3012	87.0497	91.2634	72.137	45.513	42.8125	61.7186	88.0233	72.3087	52.6476
XLOC_030066	15.3765	19.5296	28.6862	56.0457	29.4398	46.2128	25.7621	25.8866	30.2295	50.9608	24.8804	36.9956
XLOC_030110	31.8514	48.0103	59.1652	16.6945	18.6452	19.1614	36.0669	20.9084	27.7104	16.2148	17.1053	29.8811
XLOC_030112	17.5732	17.9022	12.5502	63.2004	42.1971	43.9585	28.3383	34.8474	27.7104	49.8026	41.9857	33.4383
XLOC_030164	120.816	132.639	132.673	158.597	158.975	163.435	280.807	191.163	240.576	230.482	191.268	213.436
XLOC_030178	16.4748	29.2944	24.2039	8.34723	23.5518	4.50856	27.4796	14.9346	45.3443	15.0566	25.6579	23.478
XLOC_030179	10.9832	9.76481	10.7573	17.8869	14.7199	15.78	16.316	9.95639	15.1148	39.3788	24.8804	34.1498
XLOC_030184	62.6044	39.873	55.5794	116.861	92.2447	112.714	67.8402	86.6206	42.8251	67.1757	70.7537	76.1256
XLOC_030217	48.3262	33.3631	32.2719	25.0417	25.5145	33.8142	53.2417	47.7907	42.8251	23.164	14.7727	22.7665
XLOC_030245	4.39329	6.50987	8.06798	36.9663	18.6452	33.8142	11.1636	9.95639	11.3361	17.373	15.5503	20.6322
XLOC_030246	25.2614	22.7846	19.7217	88.2421	102.058	83.4084	83.2974	99.5639	56.6803	100.763	81.6388	70.4339
XLOC_030249	56.0145	45.5691	36.7541	38.1588	41.2157	22.5428	61.829	40.8212	74.3142	41.6952	32.6555	27.7467
XLOC_030263	9.88491	3.25494	8.06798	11.9246	16.6826	14.6528	5.15242	4.9782	8.81694	13.8984	7.77513	4.98018
XLOC_030266	27.4581	30.9219	34.0648	16.6945	51.029	22.5428	38.6431	39.8256	40.306	64.8593	47.4283	54.0705
XLOC_030274	86.7675	67.5399	105.78	78.7024	76.5435	96.9341	102.19	117.485	88.1694	48.6444	63.756	57.6278
XLOC_030307	1071.96	942.304	888.374	1415.45	1071.61	1286.07	1244.31	1275.41	1117.23	927.719	877.812	795.405
XLOC_030319	27.4581	26.0395	25.1004	33.3889	40.2344	29.3057	42.9368	37.8343	34.0082	50.9608	48.2058	56.9163
XLOC_030320	49.4245	69.9811	86.9549	52.4683	40.2344	42.8314	65.264	54.7602	69.2759	93.8143	81.6388	88.9317
XLOC_030327	154.864	135.08	162.256	112.091	110.89	80.027	174.323	118.481	196.492	108.871	76.9738	73.9912
XLOC_030348	8.78659	10.5785	5.37865	4.76984	0	4.50856	16.316	19.9128	22.6721	23.164	34.9881	15.652
XLOC_030351	150.47	118.805	141.638	138.326	91.2634	102.57	89.3086	136.403	130.995	101.922	85.5264	88.2203
XLOC_030390	179.027	187.973	155.085	113.284	101.077	112.714	123.658	159.302	158.705	86.8651	93.3015	79.6828
XLOC_030407	20.8681	26.0395	26.8933	22.6568	18.6452	16.9071	19.7509	15.9302	20.153	10.4238	9.33015	9.2489
XLOC_030410	38.4413	52.079	56.4759	33.3889	50.0477	32.6871	77.2863	51.7732	74.3142	26.6386	34.9881	43.3987
XLOC_030414	2.19665	4.06867	0.896442	1.19246	6.86929	3.38142	0	0	0	0	0	0
XLOC_030416	39.5396	43.1279	40.3399	38.1588	34.3464	55.2299	121.082	123.459	134.773	15.0566	20.9928	27.0352
XLOC_030432	1.09832	7.32361	13.4466	8.34723	7.85062	3.38142	27.4796	21.9041	16.3743	5.79101	1.55503	2.84582
XLOC_030487	35.1463	55.3339	77.9905	33.3889	26.4958	24.7971	28.3383	46.7951	34.0082	41.6952	31.1005	21.3436
XLOC_030499	529.392	382.455	501.111	568.804	476.925	582.732	480.034	423.147	396.762	967.098	514.713	615.408
XLOC_030513	14.2782	24.412	10.7573	34.5814	22.5705	28.1785	17.1747	27.8779	17.6339	19.6894	23.3254	21.3436
XLOC_030515	0	0	0	1.19246	1.96265	12.3986	0.858736	1.99128	1.25956	0	0	0
XLOC_030530	13.1799	30.1082	40.3399	13.1171	18.6452	13.5257	50.6654	36.8387	42.8251	26.6386	11.6627	24.1894
XLOC_030538	51.6212	37.4318	42.1328	23.8492	21.5892	24.7971	30.0558	30.8648	23.9317	30.1132	17.1053	19.9207
XLOC_030543	783.104	664.821	697.432	574.766	511.271	530.883	1015.03	849.28	877.915	590.683	443.182	473.117
XLOC_030557	35.1463	30.9219	40.3399	11.9246	13.7386	27.0514	24.9034	34.8474	18.8934	11.582	20.2153	20.6322
XLOC_030561	86.7675	81.3734	119.227	207.488	164.863	205.14	138.257	172.246	132.254	137.826	111.184	75.4141
XLOC_030570	15.3765	15.4609	15.2395	13.1171	3.92531	9.01713	6.01115	10.952	13.8552	15.0566	10.8852	14.2291
XLOC_030571	39.5396	62.6575	46.615	52.4683	74.5809	61.9928	37.7844	28.8735	34.0082	34.746	37.3206	45.533
XLOC_030583	0	0	0	5.96231	2.94398	6.76285	0	0.995639	2.51913	0	3.11005	6.40308
XLOC_030599	26.3598	8.13734	13.4466	14.3095	10.7946	13.5257	18.8922	13.939	2.51913	9.26561	30.323	17.7863
XLOC_030605	149.372	192.041	143.431	132.363	78.5062	108.206	273.078	145.363	219.164	163.306	134.51	177.863
XLOC_030607	30.7531	17.0884	22.4111	16.6945	16.6826	18.0343	24.9034	37.8343	23.9317	9.26561	17.1053	12.0947
XLOC_030636	35.1463	13.8335	10.7573	29.8115	32.3838	30.4328	21.4684	28.8735	20.153	38.2206	51.3158	22.7665
XLOC_030644	0	0	0	0	0	6.76285	0	0	0	0	0	0.711454
XLOC_030650	87.8659	45.5691	53.7865	155.02	97.1514	148.783	51.5242	61.7296	70.5355	86.8651	133.732	89.6432
XLOC_030658	13.1799	26.0395	45.7186	21.4643	22.5705	22.5428	37.7844	22.8997	40.306	64.8593	50.5383	74.7026
XLOC_030694	440.428	319.798	246.522	193.179	202.153	172.453	216.402	200.124	239.317	274.494	331.22	271.064
XLOC_030696	27.4581	32.5494	22.4111	13.1171	12.7573	18.0343	12.881	11.9477	11.3361	10.4238	21.7704	19.9207
XLOC_030702	102.144	139.149	131.777	81.0874	65.7489	60.8656	123.658	124.455	142.331	176.047	211.483	189.247
XLOC_030705	15.3765	4.06867	10.7573	0	3.92531	0	4.29368	14.9346	6.29781	20.8476	39.6531	28.4582
XLOC_030706	14.2782	10.5785	5.37865	2.38492	1.96265	6.76285	0.858736	5.97384	16.3743	6.94921	5.44259	23.478
XLOC_030709	90.0625	175.767	196.321	116.861	119.722	80.027	209.532	108.525	173.82	211.951	146.172	199.207
XLOC_030715	81.2759	51.2653	65.4403	17.8869	17.6639	27.0514	32.632	33.8517	37.7869	4.6328	9.33015	7.82599
XLOC_030730	200.993	197.737	132.673	177.677	139.348	181.47	170.03	216.054	173.82	97.2889	146.95	117.39
XLOC_030735	5.49162	10.5785	5.37865	3.57738	1.96265	2.25428	8.58736	7.96512	6.29781	3.4746	5.44259	11.3833
XLOC_030737	62.6044	38.2455	52.8901	97.7818	79.4875	100.316	54.9591	88.6119	64.2377	67.1757	69.1986	60.4736
XLOC_030762	19.7698	34.1768	25.9968	3.57738	1.96265	5.63571	27.4796	16.9259	22.6721	2.3164	6.2201	2.84582
XLOC_030764	26.3598	46.3828	36.7541	7.15477	2.94398	13.5257	78.145	61.7296	44.0847	3.4746	3.11005	2.13436
XLOC_030783	305.334	380.014	320.03	54.8532	62.8049	58.6113	415.628	417.173	357.716	71.8085	83.1939	78.2599
XLOC_030784	103.242	89.5108	96.8158	13.1171	19.6265	21.4157	146.844	110.516	93.2076	32.4296	15.5503	20.6322
XLOC_030785	16.4748	8.95108	14.3431	0	0	1.12714	36.9257	43.8081	36.5273	4.6328	3.11005	8.53745
XLOC_030786	101.046	176.58	164.049	10.7322	15.7012	25.9242	176.9	139.39	113.361	27.7968	34.2106	26.3238
XLOC_030795	53.8178	99.2756	75.3012	36.9663	41.2157	45.0856	94.461	92.5945	74.3142	64.8593	61.4235	107.43
XLOC_030806	85.6692	83.8146	75.3012	104.937	107.946	112.714	55.8179	79.6512	75.5738	68.3339	65.3111	64.7423
XLOC_030820	252.614	285.621	256.383	168.137	181.545	160.054	364.104	280.77	336.303	346.302	243.361	389.877
XLOC_030856	3.29497	1.62747	3.58577	4.76984	1.96265	13.5257	1.71747	4.9782	2.51913	6.94921	5.44259	8.53745
XLOC_030888	6.58994	10.5785	1.79288	5.96231	5.88796	1.12714	0	0	0	1.1582	3.11005	6.40308
XLOC_030914	45.0313	36.618	36.7541	72.7401	80.4688	96.9341	34.3495	57.7471	40.306	49.8026	59.091	50.5132
XLOC_030921	7.68826	3.25494	5.37865	16.6945	9.81327	7.88999	1.71747	5.97384	6.29781	10.4238	13.9952	15.652
XLOC_030950	96.6524	48.0103	57.3723	40.5437	21.5892	41.7042	51.5242	71.686	54.1612	34.746	45.8732	35.5727
XLOC_030956	24.1631	15.4609	14.3431	29.8115	19.6265	25.9242	7.72863	7.96512	17.6339	26.6386	29.5455	28.4582
XLOC_030977	123.012	120.433	109.366	38.1588	47.1037	52.9756	151.138	108.525	113.361	72.9667	42.7632	51.9361
XLOC_030978	30.7531	27.667	37.6506	4.76984	5.88796	4.50856	49.8067	28.8735	30.2295	19.6894	17.1053	9.96035
XLOC_031008	14.2782	19.5296	27.7897	42.9286	37.2904	27.0514	33.4907	54.7602	35.2678	30.1132	30.323	35.5727
XLOC_031039	5.49162	4.88241	9.86087	10.7322	7.85062	4.50856	8.58736	14.9346	7.55738	2.3164	3.88756	3.55727
XLOC_031069	7.68826	8.13734	9.86087	9.53969	9.81327	4.50856	9.4461	9.95639	23.9317	5.79101	10.8852	9.96035
XLOC_031127	571.128	524.859	553.105	571.189	514.215	533.138	474.881	511.759	500.046	504.976	358.433	413.355
XLOC_031146	7.68826	7.32361	6.2751	25.0417	31.4025	29.3057	15.4573	18.9171	5.03825	17.373	22.5479	27.0352
XLOC_031149	5.49162	3.25494	8.96442	15.502	17.6639	20.2885	4.29368	3.98256	5.03825	8.10741	7.77513	7.11454
XLOC_031153	1629.91	1901.7	1965.9	2334.84	2419.95	2530.43	2528.98	2347.72	2132.44	2461.18	1958.55	1962.19
XLOC_031162	56.0145	61.0301	50.2008	70.3552	58.8796	82.2813	62.6878	48.7863	61.7186	162.148	115.072	125.927
XLOC_031179	40.638	42.3142	34.0648	22.6568	34.3464	18.0343	51.5242	58.7427	47.8634	20.8476	22.5479	38.4185
XLOC_031182	5.49162	0	1.79288	0	0	0	1.71747	7.96512	0	0	0.777513	0
XLOC_031186	200.993	255.513	258.175	246.839	334.633	256.988	211.249	214.062	244.355	422.743	423.744	431.141
XLOC_031188	233.943	232.728	210.664	124.016	152.106	158.927	237.011	266.831	238.057	120.453	121.292	112.41
XLOC_031191	119.717	78.9322	84.2656	57.2381	57.8983	69.8827	91.026	90.6032	51.6421	48.6444	45.0957	56.9163
XLOC_031196	40.638	97.6481	101.298	46.506	60.8423	38.3228	90.1673	70.6904	98.2459	93.8143	66.0886	111.698
XLOC_031197	93.3575	58.5889	51.0972	85.8572	94.2074	95.807	44.6543	66.7078	54.1612	64.8593	36.5431	50.5132
XLOC_031198	13.1799	15.4609	17.0324	21.4643	4.90664	32.6871	12.0223	12.9433	13.8552	8.10741	31.1005	5.69163
XLOC_031216	4.39329	1.62747	0	4.76984	9.81327	7.88999	6.01115	1.99128	2.51913	8.10741	6.99761	8.53745
XLOC_031230	98.8491	93.5794	78.8869	66.7778	53.973	38.3228	95.3197	67.7035	75.5738	91.4979	55.9809	77.5485
XLOC_031233	43.9329	59.4026	41.2364	51.2758	31.4025	48.4671	11.1636	16.9259	16.3743	22.0058	43.5407	48.3789
XLOC_031234	31.8514	31.7356	17.9288	46.506	20.6079	37.1957	23.1859	21.9041	21.4126	45.1698	58.3135	56.2048
XLOC_031239	6.58994	12.206	14.3431	23.8492	20.6079	37.1957	15.4573	15.9302	12.5956	46.328	44.3182	33.4383
XLOC_031252	6.58994	10.5785	2.68933	10.7322	4.90664	5.63571	10.3048	5.97384	2.51913	16.2148	8.55264	4.98018
XLOC_031263	0	4.06867	1.79288	0	0	0	2.57621	0	3.77869	10.4238	0.777513	2.13436
XLOC_031270	15.3765	15.4609	18.8253	20.2718	9.81327	15.78	23.1859	26.8823	23.9317	4.6328	6.99761	3.55727
XLOC_031273	42.8346	34.1768	39.4435	11.9246	4.90664	7.88999	33.4907	56.7514	31.4891	17.373	24.8804	18.4978
XLOC_031275	42.8346	83.8146	75.3012	20.2718	21.5892	21.4157	73.8513	63.7209	66.7568	67.1757	48.9833	40.5529
XLOC_031280	91.1608	165.188	138.949	96.5894	94.2074	76.6456	120.223	136.403	142.331	94.9725	93.3015	113.833
XLOC_031282	35.1463	29.2944	29.5826	13.1171	13.7386	7.88999	65.264	41.8169	45.3443	24.3222	12.4402	26.3238
XLOC_031286	0	0	0.896442	1.19246	0	6.76285	0	0	0	0	1.55503	2.84582
XLOC_031331	14.2782	5.69614	8.96442	17.8869	23.5518	22.5428	33.4907	49.782	17.6339	16.2148	22.5479	24.1894
XLOC_031348	1.09832	8.13734	2.68933	1.19246	0	0	0.858736	4.9782	0	0	0	0
XLOC_031349	88.9642	74.0498	93.23	53.6608	66.7302	69.8827	157.149	149.346	130.995	144.775	40.4307	50.5132
XLOC_031350	32.9497	40.6867	49.3043	13.1171	8.83194	15.78	123.658	102.551	104.544	17.373	16.3278	24.9009
XLOC_031355	60.4078	139.149	91.4371	47.6984	57.8983	59.7385	93.6023	83.6337	105.803	83.3905	66.8661	83.2401
XLOC_031356	0	0	0	4.76984	0.981327	0	6.86989	0	3.77869	4.6328	1.55503	1.42291
XLOC_031367	163.65	148.913	174.806	137.133	127.573	156.673	191.498	226.01	175.079	91.4979	110.407	115.967
XLOC_031376	58.2111	50.4515	38.547	58.4306	18.6452	33.8142	36.9257	32.8561	23.9317	15.0566	35.7656	39.8414
XLOC_031384	126.307	97.6481	100.402	132.363	139.348	134.13	84.1562	66.7078	91.9481	193.42	150.837	120.947
XLOC_031396	146.077	117.178	121.916	62.008	63.7863	61.9928	115.071	122.464	105.803	34.746	33.433	41.9758
XLOC_031436	16.4748	27.667	14.3431	19.0794	21.5892	16.9071	24.0446	13.939	16.3743	18.5312	15.5503	16.3634
XLOC_031453	36.2447	39.0592	23.3075	20.2718	16.6826	23.67	19.7509	8.96075	11.3361	5.79101	21.7704	12.8062
XLOC_031466	0	0	0	1.19246	0.981327	1.12714	0	0	0	0	0.777513	1.42291
XLOC_031469	18.6715	16.2747	10.7573	27.4266	35.3278	32.6871	28.3383	35.843	12.5956	52.1191	45.0957	50.5132
XLOC_031507	26.3598	8.13734	21.5146	21.4643	5.88796	27.0514	12.0223	5.97384	8.81694	4.6328	14.7727	23.478
XLOC_031539	1899	1663.27	1541.88	1067.25	1018.62	1036.97	2270.5	2209.32	1954.84	1873.97	1314	1372.39
XLOC_031574	143.88	131.825	110.262	113.284	122.666	119.477	121.082	93.5901	83.1311	101.922	92.524	91.0661
XLOC_031576	69.1944	71.6086	51.9937	21.4643	23.5518	28.1785	33.4907	30.8648	34.0082	38.2206	24.8804	27.0352
XLOC_031578	57.1128	54.5202	66.3367	35.7738	34.3464	21.4157	89.3086	112.507	74.3142	33.5878	34.9881	32.7269
XLOC_031598	32.9497	47.1966	59.1652	39.3512	33.3651	39.4499	74.7101	86.6206	78.0929	24.3222	32.6555	23.478
XLOC_031599	9.88491	43.9416	33.1684	28.6191	42.1971	42.8314	91.8848	50.7776	85.6503	35.9042	36.5431	30.5925
XLOC_031601	1661.76	1783.71	1636.9	1487	1334.6	1426.96	1985.4	1840.94	1656.32	1067.86	1188.82	1112
XLOC_031618	2.19665	0	2.68933	1.19246	2.94398	1.12714	5.15242	8.96075	2.51913	0	0	0
XLOC_031619	10.9832	14.6472	5.37865	7.15477	3.92531	6.76285	6.01115	11.9477	13.8552	0	7.77513	2.84582
XLOC_031627	96.6524	111.482	92.3336	45.3135	42.1971	55.2299	91.8848	80.6468	76.8333	82.2323	60.646	69.7225
XLOC_031628	0	0	1.79288	11.9246	2.94398	0	0	0	0	1.1582	0.777513	3.55727
XLOC_031630	16.4748	8.13734	8.96442	3.57738	0.981327	6.76285	4.29368	7.96512	16.3743	3.4746	2.33254	5.69163
XLOC_031646	12.0816	39.873	40.3399	16.6945	13.7386	21.4157	38.6431	23.8953	47.8634	28.955	17.8828	29.8811
XLOC_031647	516.212	436.975	440.153	403.052	316.969	396.754	351.223	475.916	463.519	284.917	304.007	266.084
XLOC_031648	755.646	734.802	722.533	348.199	316.969	362.939	454.272	678.03	565.544	584.892	436.185	410.509
XLOC_031671	25.2614	24.412	22.4111	14.3095	30.4211	22.5428	9.4461	14.9346	23.9317	52.1191	48.2058	26.3238
XLOC_031672	25.2614	19.5296	16.136	31.004	48.085	52.9756	18.8922	11.9477	23.9317	16.2148	29.5455	19.2093
XLOC_031675	283.367	199.365	181.081	79.8949	53.973	85.6627	284.242	319.6	238.057	170.256	156.28	131.619
XLOC_031676	66.9977	109.04	107.573	95.3969	124.629	93.5527	182.052	148.35	199.011	310.398	156.28	189.247
XLOC_031692	35.1463	19.5296	34.0648	63.2004	33.3651	54.1028	28.3383	20.9084	21.4126	45.1698	22.5479	30.5925
XLOC_031699	1.09832	5.69614	0.896442	0	0	0	2.57621	1.99128	1.25956	0	0	0
XLOC_031710	8.78659	11.3923	8.96442	20.2718	20.6079	21.4157	14.5985	5.97384	21.4126	27.7968	14.7727	33.4383
XLOC_031712	132.897	181.463	169.428	135.941	133.46	169.071	155.431	163.285	158.705	72.9667	132.955	115.967
XLOC_031731	46.1296	39.873	53.7865	34.5814	51.029	29.3057	40.3606	47.7907	50.3825	61.3847	54.4259	83.2401
XLOC_031735	176.83	167.629	144.327	91.8195	100.095	126.24	145.126	156.315	132.254	118.137	99.5216	101.026
XLOC_031736	24.1631	17.9022	9.86087	45.3135	37.2904	18.0343	16.316	21.9041	10.0765	9.26561	11.6627	13.5176
XLOC_031743	35.1463	59.4026	52.8901	42.9286	46.1224	29.3057	62.6878	48.7863	64.2377	100.763	57.5359	76.1256
XLOC_031747	154.864	141.59	128.191	141.903	119.722	158.927	97.8959	117.485	73.0546	50.9608	96.4116	70.4339
XLOC_031749	43.9329	38.2455	27.7897	33.3889	32.3838	34.9414	85.8736	52.7689	59.1994	47.4862	36.5431	31.304
XLOC_031753	215.271	209.943	206.182	335.082	264.958	353.922	291.112	378.343	250.653	265.228	254.247	194.938
XLOC_031754	258.106	174.953	178.392	363.701	262.996	343.778	256.762	311.635	265.768	238.589	194.378	184.267
XLOC_031777	29.6547	34.9906	42.1328	19.0794	16.6826	40.5771	136.539	124.455	81.8716	27.7968	15.5503	19.9207
XLOC_031778	127.405	142.403	197.217	171.714	123.647	250.225	864.747	704.913	600.811	61.3847	68.4211	59.0507
XLOC_031779	85.6692	77.3047	93.23	170.522	84.3941	228.81	397.595	401.243	337.563	39.3788	38.8756	30.5925
XLOC_031788	17.5732	26.0395	26.8933	3.57738	0.981327	1.12714	36.9257	36.8387	11.3361	4.6328	5.44259	2.13436
XLOC_031809	60.4078	38.2455	46.615	32.1965	26.4958	27.0514	38.6431	69.6948	42.8251	34.746	40.4307	36.9956
XLOC_031817	1.09832	3.25494	4.48221	3.57738	0.981327	1.12714	0	0	0	3.4746	1.55503	6.40308
XLOC_031824	203.19	206.688	227.696	302.885	332.67	364.067	183.77	251.897	173.82	200.369	231.699	221.974
XLOC_031837	133.995	110.668	152.395	127.593	112.853	127.367	280.807	243.932	195.232	113.504	106.519	98.1806
XLOC_031864	58.2111	55.3339	49.3043	72.7401	73.5995	63.1199	55.8179	44.8038	40.306	98.4471	62.9785	73.9912
XLOC_031867	26.3598	109.04	72.6118	20.2718	44.1597	27.0514	64.4052	71.686	86.9098	71.8085	59.8685	71.1454
XLOC_031881	23.0648	10.5785	19.7217	31.004	40.2344	20.2885	5.15242	11.9477	8.81694	13.8984	20.9928	12.8062
XLOC_031889	36.2447	34.1768	42.1328	41.7361	43.1784	65.3742	34.3495	46.7951	46.6038	16.2148	18.6603	17.0749
XLOC_031897	891.838	737.243	575.516	202.718	209.023	269.387	730.785	838.328	515.161	60.2265	55.9809	46.2445
XLOC_031937	26.3598	18.7159	25.1004	29.8115	18.6452	20.2885	36.0669	35.843	32.7486	17.373	12.4402	18.4978
XLOC_031938	108.734	100.089	80.6798	26.2341	23.5518	30.4328	167.454	174.237	94.4672	53.2773	52.0933	42.6872
XLOC_031940	83.4726	179.835	146.12	87.0497	115.797	100.316	207.814	153.328	193.973	94.9725	116.627	162.923
XLOC_031941	193.305	127.756	123.709	197.949	139.348	155.545	90.1673	95.5814	124.697	110.029	117.404	128.773
XLOC_031950	7.68826	21.9708	35.8577	22.6568	35.3278	28.1785	6.01115	11.9477	8.81694	30.1132	39.6531	36.9956
XLOC_031957	94.4558	108.227	121.916	50.0834	52.9917	27.0514	86.7324	61.7296	84.3907	71.8085	65.3111	94.6234
XLOC_031960	300.941	227.846	216.939	372.048	324.819	389.991	221.554	249.905	200.27	199.211	279.127	219.839
XLOC_031968	12.0816	30.9219	33.1684	17.8869	22.5705	24.7971	43.7956	37.8343	45.3443	24.3222	23.3254	28.4582
